Fri 17 Oct 2025 00:18:08 IDT

SLURM_JOBID:		 7494516
SLURM_JOB_NODELIST:	 cs-6000-04 

configuration parmas running: problem_type=bbob es_algorithms=PGPE,ASEBO,Open_ES,SNES,Sep_CMA_ES,CMA_ES,LES,DES
Successfully loaded: sphere
Loading Problems ..:   0%|                                                              | 0/24 [00:00<?, ?it/s]
running the experiment ... [../../results/BBOBProblem/sphere/PGPE/0]
Generation 016 | Mean fitness (Test): 202.53
Generation 848 | Mean fitness (Test): nan
Generation 864 | Mean fitness (Test): nan
Generation 880 | Mean fitness (Test): nan
Generation 896 | Mean fitness (Test): nan
Generation 912 | Mean fitness (Test): nan
Generation 928 | Mean fitness (Test): nan
Generation 944 | Mean fitness (Test): nan
Generation 960 | Mean fitness (Test): nan
Generation 976 | Mean fitness (Test): nan
Generation 992 | Mean fitness (Test): nan
Generation 1008 | Mean fitness (Test): nan
Generation 1024 | Mean fitness (Test): nan
Running ES algorithms:  12%|██████▌                                             | 1/8 [08:20<58:20, 500.07s/it][A
running the experiment ... [../../results/BBOBProblem/sphere/Open_ES/0]
Generation 016 | Mean fitness (Test): 174.19
Generation 032 | Mean fitness (Test): 134.99
Generation 048 | Mean fitness (Test): 103.77
Generation 064 | Mean fitness (Test): 79.89
Generation 080 | Mean fitness (Test): 62.72
Generation 096 | Mean fitness (Test): 51.79
Generation 112 | Mean fitness (Test): 46.45
Generation 128 | Mean fitness (Test): 44.75
Generation 144 | Mean fitness (Test): 44.43
Generation 160 | Mean fitness (Test): 44.41
Generation 176 | Mean fitness (Test): 44.41
Generation 192 | Mean fitness (Test): 44.41
Generation 208 | Mean fitness (Test): 44.41
Generation 224 | Mean fitness (Test): 44.41
Generation 240 | Mean fitness (Test): 44.41
Generation 256 | Mean fitness (Test): 44.41
Generation 272 | Mean fitness (Test): 44.41
Generation 288 | Mean fitness (Test): 44.41
Generation 304 | Mean fitness (Test): 44.41
Generation 320 | Mean fitness (Test): 44.41
Generation 336 | Mean fitness (Test): 44.41
Generation 352 | Mean fitness (Test): 44.41
Generation 368 | Mean fitness (Test): 44.41
Generation 384 | Mean fitness (Test): 44.41
Generation 400 | Mean fitness (Test): 44.41
Generation 416 | Mean fitness (Test): 44.41
Generation 432 | Mean fitness (Test): 44.41
Generation 448 | Mean fitness (Test): 44.41
Generation 464 | Mean fitness (Test): 44.41
Generation 480 | Mean fitness (Test): 44.41
Generation 496 | Mean fitness (Test): 44.41
Generation 512 | Mean fitness (Test): 44.41
Generation 528 | Mean fitness (Test): 44.41
Generation 544 | Mean fitness (Test): 44.41
Generation 560 | Mean fitness (Test): 44.41
Generation 576 | Mean fitness (Test): 44.41
Generation 592 | Mean fitness (Test): 44.41
Generation 608 | Mean fitness (Test): 44.41
Generation 624 | Mean fitness (Test): 44.41
Generation 640 | Mean fitness (Test): 44.41
Generation 656 | Mean fitness (Test): 44.41
Generation 672 | Mean fitness (Test): 44.41
Generation 688 | Mean fitness (Test): 44.41
Generation 704 | Mean fitness (Test): 44.41
Generation 720 | Mean fitness (Test): 44.41
Generation 736 | Mean fitness (Test): 44.41
Generation 752 | Mean fitness (Test): 44.41
Generation 768 | Mean fitness (Test): 44.41
Generation 784 | Mean fitness (Test): 44.41
Generation 800 | Mean fitness (Test): 44.41
Generation 816 | Mean fitness (Test): 44.41
Generation 832 | Mean fitness (Test): 44.41
Generation 848 | Mean fitness (Test): 44.41
Generation 864 | Mean fitness (Test): 44.41
Generation 880 | Mean fitness (Test): 44.41
Generation 896 | Mean fitness (Test): 44.41
Generation 912 | Mean fitness (Test): 44.41
Generation 928 | Mean fitness (Test): 44.41
Generation 944 | Mean fitness (Test): 44.41
Generation 960 | Mean fitness (Test): 44.41
Generation 976 | Mean fitness (Test): 44.41
Generation 992 | Mean fitness (Test): 44.41
Generation 1008 | Mean fitness (Test): 44.41
Generation 1024 | Mean fitness (Test): 44.41
running the experiment ... [../../results/BBOBProblem/sphere/Open_ES/1]
Generation 016 | Mean fitness (Test): 92.40
Generation 032 | Mean fitness (Test): 73.06
Generation 048 | Mean fitness (Test): 60.46
Generation 064 | Mean fitness (Test): 52.55
Generation 080 | Mean fitness (Test): 47.92
Generation 096 | Mean fitness (Test): 45.49
Generation 112 | Mean fitness (Test): 44.63
Generation 128 | Mean fitness (Test): 44.44
Generation 144 | Mean fitness (Test): 44.41
Generation 160 | Mean fitness (Test): 44.41
Generation 176 | Mean fitness (Test): 44.41
Generation 192 | Mean fitness (Test): 44.41
Generation 208 | Mean fitness (Test): 44.41
Generation 224 | Mean fitness (Test): 44.41
Generation 240 | Mean fitness (Test): 44.41
Generation 256 | Mean fitness (Test): 44.41
Generation 272 | Mean fitness (Test): 44.41
Generation 288 | Mean fitness (Test): 44.41
Generation 304 | Mean fitness (Test): 44.41
Generation 320 | Mean fitness (Test): 44.41
Generation 336 | Mean fitness (Test): 44.41
Generation 352 | Mean fitness (Test): 44.41
Generation 368 | Mean fitness (Test): 44.41
Generation 384 | Mean fitness (Test): 44.41
Generation 400 | Mean fitness (Test): 44.41
Generation 416 | Mean fitness (Test): 44.41
Generation 432 | Mean fitness (Test): 44.41
Generation 448 | Mean fitness (Test): 44.41
Generation 464 | Mean fitness (Test): 44.41
Generation 480 | Mean fitness (Test): 44.41
Generation 496 | Mean fitness (Test): 44.41
Generation 512 | Mean fitness (Test): 44.41
Generation 528 | Mean fitness (Test): 44.41
Generation 544 | Mean fitness (Test): 44.41
Generation 560 | Mean fitness (Test): 44.41
Generation 576 | Mean fitness (Test): 44.41
Generation 592 | Mean fitness (Test): 44.41
Generation 608 | Mean fitness (Test): 44.41
Generation 624 | Mean fitness (Test): 44.41
Generation 640 | Mean fitness (Test): 44.41
Generation 656 | Mean fitness (Test): 44.41
Generation 672 | Mean fitness (Test): 44.41
Generation 688 | Mean fitness (Test): 44.41
Generation 704 | Mean fitness (Test): 44.41
Generation 720 | Mean fitness (Test): 44.41
Generation 736 | Mean fitness (Test): 44.41
Generation 752 | Mean fitness (Test): 44.41
Generation 768 | Mean fitness (Test): 44.41
Generation 784 | Mean fitness (Test): 44.41
Generation 800 | Mean fitness (Test): 44.41
Generation 816 | Mean fitness (Test): 44.41
Generation 832 | Mean fitness (Test): 44.41
Generation 848 | Mean fitness (Test): 44.41
Generation 864 | Mean fitness (Test): 44.41
Generation 880 | Mean fitness (Test): 44.41
Generation 896 | Mean fitness (Test): 44.41
Generation 912 | Mean fitness (Test): 44.41
Generation 928 | Mean fitness (Test): 44.41
Generation 944 | Mean fitness (Test): 44.41
Generation 960 | Mean fitness (Test): 44.41
Generation 976 | Mean fitness (Test): 44.41
Generation 992 | Mean fitness (Test): 44.41
Generation 1008 | Mean fitness (Test): 44.41
Generation 1024 | Mean fitness (Test): 44.41
running the experiment ... [../../results/BBOBProblem/sphere/Open_ES/2]
Generation 016 | Mean fitness (Test): 187.99
Generation 032 | Mean fitness (Test): 146.98
Generation 048 | Mean fitness (Test): 114.90
Generation 064 | Mean fitness (Test): 90.00
Generation 080 | Mean fitness (Test): 71.73
Generation 096 | Mean fitness (Test): 58.54
Generation 112 | Mean fitness (Test): 50.53
Generation 128 | Mean fitness (Test): 46.33
Generation 144 | Mean fitness (Test): 44.78
Generation 160 | Mean fitness (Test): 44.45
Generation 176 | Mean fitness (Test): 44.41
Generation 192 | Mean fitness (Test): 44.41
Generation 208 | Mean fitness (Test): 44.41
Generation 224 | Mean fitness (Test): 44.41
Generation 240 | Mean fitness (Test): 44.41
Generation 256 | Mean fitness (Test): 44.41
Generation 272 | Mean fitness (Test): 44.41
Generation 288 | Mean fitness (Test): 44.41
Generation 304 | Mean fitness (Test): 44.41
Generation 320 | Mean fitness (Test): 44.41
Generation 336 | Mean fitness (Test): 44.41
Generation 352 | Mean fitness (Test): 44.41
Generation 368 | Mean fitness (Test): 44.41
Generation 384 | Mean fitness (Test): 44.41
Generation 400 | Mean fitness (Test): 44.41
Generation 416 | Mean fitness (Test): 44.41
Generation 432 | Mean fitness (Test): 44.41
Generation 448 | Mean fitness (Test): 44.41
Generation 464 | Mean fitness (Test): 44.41
Generation 480 | Mean fitness (Test): 44.41
Generation 496 | Mean fitness (Test): 44.41
Generation 512 | Mean fitness (Test): 44.41
Generation 528 | Mean fitness (Test): 44.41
Generation 544 | Mean fitness (Test): 44.41
Generation 560 | Mean fitness (Test): 44.41
Generation 576 | Mean fitness (Test): 44.41
Generation 592 | Mean fitness (Test): 44.41
Generation 608 | Mean fitness (Test): 44.41
Generation 624 | Mean fitness (Test): 44.41
Generation 640 | Mean fitness (Test): 44.41
Generation 656 | Mean fitness (Test): 44.41
Generation 672 | Mean fitness (Test): 44.41
Generation 688 | Mean fitness (Test): 44.41
Generation 704 | Mean fitness (Test): 44.41
Generation 720 | Mean fitness (Test): 44.41
Generation 736 | Mean fitness (Test): 44.41
Generation 752 | Mean fitness (Test): 44.41
Generation 768 | Mean fitness (Test): 44.41
Generation 784 | Mean fitness (Test): 44.41
Generation 800 | Mean fitness (Test): 44.41
Generation 816 | Mean fitness (Test): 44.41
Generation 832 | Mean fitness (Test): 44.41
Generation 848 | Mean fitness (Test): 44.41
Generation 864 | Mean fitness (Test): 44.41
Generation 880 | Mean fitness (Test): 44.41
Generation 896 | Mean fitness (Test): 44.41
Generation 912 | Mean fitness (Test): 44.41
Generation 928 | Mean fitness (Test): 44.41
Generation 944 | Mean fitness (Test): 44.41
Generation 960 | Mean fitness (Test): 44.41
Generation 976 | Mean fitness (Test): 44.41
Generation 992 | Mean fitness (Test): 44.41
Generation 1008 | Mean fitness (Test): 44.41
Generation 1024 | Mean fitness (Test): 44.41
running the experiment ... [../../results/BBOBProblem/sphere/Open_ES/3]
Generation 016 | Mean fitness (Test): 167.74
Generation 032 | Mean fitness (Test): 129.11
Generation 048 | Mean fitness (Test): 100.38
Generation 064 | Mean fitness (Test): 80.00
Generation 080 | Mean fitness (Test): 65.56
Generation 096 | Mean fitness (Test): 55.91
Generation 112 | Mean fitness (Test): 49.92
Generation 128 | Mean fitness (Test): 46.63
Generation 144 | Mean fitness (Test): 45.12
Generation 160 | Mean fitness (Test): 44.58
Generation 176 | Mean fitness (Test): 44.44
Generation 192 | Mean fitness (Test): 44.41
Generation 208 | Mean fitness (Test): 44.41
Generation 224 | Mean fitness (Test): 44.41
Generation 240 | Mean fitness (Test): 44.41
Generation 256 | Mean fitness (Test): 44.41
Generation 272 | Mean fitness (Test): 44.41
Generation 288 | Mean fitness (Test): 44.41
Generation 304 | Mean fitness (Test): 44.41
Generation 320 | Mean fitness (Test): 44.41
Generation 336 | Mean fitness (Test): 44.41
Generation 352 | Mean fitness (Test): 44.41
Generation 368 | Mean fitness (Test): 44.41
Generation 384 | Mean fitness (Test): 44.41
Generation 400 | Mean fitness (Test): 44.41
Generation 416 | Mean fitness (Test): 44.41
Generation 432 | Mean fitness (Test): 44.41
Generation 448 | Mean fitness (Test): 44.41
Generation 464 | Mean fitness (Test): 44.41
Generation 480 | Mean fitness (Test): 44.41
Generation 496 | Mean fitness (Test): 44.41
Generation 512 | Mean fitness (Test): 44.41
Generation 528 | Mean fitness (Test): 44.41
Generation 544 | Mean fitness (Test): 44.41
Generation 560 | Mean fitness (Test): 44.41
Generation 576 | Mean fitness (Test): 44.41
Generation 592 | Mean fitness (Test): 44.41
Generation 608 | Mean fitness (Test): 44.41
Generation 624 | Mean fitness (Test): 44.41
Generation 640 | Mean fitness (Test): 44.41
Generation 656 | Mean fitness (Test): 44.41
Generation 672 | Mean fitness (Test): 44.41
Generation 688 | Mean fitness (Test): 44.41
Generation 704 | Mean fitness (Test): 44.41
Generation 720 | Mean fitness (Test): 44.41
Generation 736 | Mean fitness (Test): 44.41
Generation 752 | Mean fitness (Test): 44.41
Generation 768 | Mean fitness (Test): 44.41
Generation 784 | Mean fitness (Test): 44.41
Generation 800 | Mean fitness (Test): 44.41
Generation 816 | Mean fitness (Test): 44.41
Generation 832 | Mean fitness (Test): 44.41
Generation 848 | Mean fitness (Test): 44.41
Generation 864 | Mean fitness (Test): 44.41
Generation 880 | Mean fitness (Test): 44.41
Generation 896 | Mean fitness (Test): 44.41
Generation 912 | Mean fitness (Test): 44.41
Generation 928 | Mean fitness (Test): 44.41
Generation 944 | Mean fitness (Test): 44.41
Generation 960 | Mean fitness (Test): 44.41
Generation 976 | Mean fitness (Test): 44.41
Generation 992 | Mean fitness (Test): 44.41
Generation 1008 | Mean fitness (Test): 44.41
Generation 1024 | Mean fitness (Test): 44.41
running the experiment ... [../../results/BBOBProblem/sphere/Open_ES/4]
Generation 016 | Mean fitness (Test): 135.87
Generation 032 | Mean fitness (Test): 103.24
Generation 048 | Mean fitness (Test): 78.98
Generation 064 | Mean fitness (Test): 62.04
Generation 080 | Mean fitness (Test): 51.67
Generation 096 | Mean fitness (Test): 46.43
Generation 112 | Mean fitness (Test): 44.71
Generation 128 | Mean fitness (Test): 44.43
Generation 144 | Mean fitness (Test): 44.42
Generation 160 | Mean fitness (Test): 44.41
Generation 176 | Mean fitness (Test): 44.41
Generation 192 | Mean fitness (Test): 44.41
Generation 208 | Mean fitness (Test): 44.41
Generation 224 | Mean fitness (Test): 44.41
Generation 240 | Mean fitness (Test): 44.41
Generation 256 | Mean fitness (Test): 44.41
Generation 272 | Mean fitness (Test): 44.41
Generation 288 | Mean fitness (Test): 44.41
Generation 304 | Mean fitness (Test): 44.41
Generation 320 | Mean fitness (Test): 44.41
Generation 336 | Mean fitness (Test): 44.41
Generation 352 | Mean fitness (Test): 44.41
Generation 368 | Mean fitness (Test): 44.41
Generation 384 | Mean fitness (Test): 44.41
Generation 400 | Mean fitness (Test): 44.41
Generation 416 | Mean fitness (Test): 44.41
Generation 432 | Mean fitness (Test): 44.41
Generation 448 | Mean fitness (Test): 44.41
Generation 464 | Mean fitness (Test): 44.41
Generation 480 | Mean fitness (Test): 44.41
Generation 496 | Mean fitness (Test): 44.41
Generation 512 | Mean fitness (Test): 44.41
Generation 528 | Mean fitness (Test): 44.41
Generation 544 | Mean fitness (Test): 44.41
Generation 560 | Mean fitness (Test): 44.41
Generation 576 | Mean fitness (Test): 44.41
Generation 592 | Mean fitness (Test): 44.41
Generation 608 | Mean fitness (Test): 44.41
Generation 624 | Mean fitness (Test): 44.41
Generation 640 | Mean fitness (Test): 44.41
Generation 656 | Mean fitness (Test): 44.41
Generation 672 | Mean fitness (Test): 44.41
Generation 688 | Mean fitness (Test): 44.41
Generation 704 | Mean fitness (Test): 44.41
Generation 720 | Mean fitness (Test): 44.41
Generation 736 | Mean fitness (Test): 44.41
Generation 752 | Mean fitness (Test): 44.41
Generation 768 | Mean fitness (Test): 44.41
Generation 784 | Mean fitness (Test): 44.41
Generation 800 | Mean fitness (Test): 44.41
Generation 816 | Mean fitness (Test): 44.41
Generation 832 | Mean fitness (Test): 44.41
Generation 848 | Mean fitness (Test): 44.41
Generation 864 | Mean fitness (Test): 44.41
Generation 880 | Mean fitness (Test): 44.41
Generation 896 | Mean fitness (Test): 44.41
Generation 912 | Mean fitness (Test): 44.41
Generation 928 | Mean fitness (Test): 44.41
Generation 944 | Mean fitness (Test): 44.41
Generation 960 | Mean fitness (Test): 44.41
Generation 976 | Mean fitness (Test): 44.41
Generation 992 | Mean fitness (Test): 44.41
Generation 1008 | Mean fitness (Test): 44.41
Generation 1024 | Mean fitness (Test): 44.41
Running ES algorithms:  25%|█████████████                                       | 2/8 [11:57<33:22, 333.68s/it][A
running the experiment ... [../../results/BBOBProblem/sphere/SNES/0]
Generation 016 | Mean fitness (Test): 44.43
Generation 032 | Mean fitness (Test): 44.41
Generation 048 | Mean fitness (Test): 44.41
Generation 064 | Mean fitness (Test): 44.41
Generation 080 | Mean fitness (Test): 44.41
Generation 096 | Mean fitness (Test): 44.41
Generation 112 | Mean fitness (Test): 44.41
Generation 128 | Mean fitness (Test): 44.41
Generation 144 | Mean fitness (Test): 44.41
Generation 160 | Mean fitness (Test): 44.41
Generation 176 | Mean fitness (Test): 44.41
Generation 192 | Mean fitness (Test): 44.41
Generation 208 | Mean fitness (Test): 44.41
Generation 224 | Mean fitness (Test): 44.41
Generation 240 | Mean fitness (Test): 44.41
Generation 256 | Mean fitness (Test): 44.41
Generation 272 | Mean fitness (Test): 44.41
Generation 288 | Mean fitness (Test): 44.41
Generation 304 | Mean fitness (Test): 44.41
Generation 320 | Mean fitness (Test): 44.41
Generation 336 | Mean fitness (Test): 44.41
Generation 352 | Mean fitness (Test): 44.41
Generation 368 | Mean fitness (Test): 44.41
Generation 384 | Mean fitness (Test): 44.41
Generation 400 | Mean fitness (Test): 44.41
Generation 416 | Mean fitness (Test): 44.41
Generation 432 | Mean fitness (Test): 44.41
Generation 448 | Mean fitness (Test): 44.41
Generation 464 | Mean fitness (Test): 44.41
Generation 480 | Mean fitness (Test): 44.41
Generation 496 | Mean fitness (Test): 44.41
Generation 512 | Mean fitness (Test): 44.41
Generation 528 | Mean fitness (Test): 44.41
Generation 544 | Mean fitness (Test): 44.41
Generation 560 | Mean fitness (Test): 44.41
Generation 576 | Mean fitness (Test): 44.41
Generation 592 | Mean fitness (Test): 44.41
Generation 608 | Mean fitness (Test): 44.41
Generation 624 | Mean fitness (Test): 44.41
Generation 640 | Mean fitness (Test): 44.41
Generation 656 | Mean fitness (Test): 44.41
Generation 672 | Mean fitness (Test): 44.41
Generation 688 | Mean fitness (Test): 44.41
